,User,Tweet
129,skshukla01INC,"@DickDarryl @TimesNow @navikakumar @thenewshour @AnthonySald @Tamil1947 @KPadmaRani1 @RiaRevealed @priyapyadav18 @RanjitOne @SatanicJumlas @rkhuria @mujworld @lawyerkhanmd @WuntakalL @INCIndia @RahulGandhi @AudaciousQuest_ @Nattashasharrma @HaftaWasooli @sanjukta @SanjayAzadSln @JhaSanjay @sanjaynirupam @Luv_Datta @narendramodi @beindiya @KilaFateh @SimmiAhuja_ RSS, BJP and #modi etc have no faith in ideology of mahathma Gandhi.

The entire #BJP is campaiginng for pragya thakur and trying to justify that she is icon of indian culture.
How can they sack pragya ?
#ModiHaiTohGodseHai
#LokSabhaElections2019
@RahulGandhi @Twitter"
130,dilip_ganatra,@sagarikaghose @narendramodi Madam #BJP is not dynast party like congress one man show it has its own constitution disciplinary committee which will take cognisance but you are happy you have no idea what people on ground think about her and her comment
131,hns198387,@muglikar_ @narendramodi @PrasadKarwa #BJP is blessed and indebted to lacs of ‘Samarthit’ karyakarta like you.
132,ptnkant,"Modi is a coward and a psychopath
#LokSabhaElections2019
#ModiFlopPressConference 
#ModiHaiTohGodseHai"
133,Dinuraghubansi,"In #LokSabhaElections2019 
Bjp Devlopment saftey security nationalist ideology and modi 
Nda same as modi plus their ideology
Congress modi dress modi degree
Modi mother and modi 
Upa same 
Other cast drama and slang to modi"
134,vipulsailor,@EconomicTimes I dont even consider you right candidate  to stand for debate not against modi but to a 5th grade student #RahulGandhi #Rafale #LokSabhaElections2019 #live
135,NewsCollector09,"Creating Laws is not enough, keeping tools to safeguard such laws is necessary. Use of tools would help in Achieving Developed Nation and Clean Nation Mission 
Please arrange Law enforcements to look after Clean India Mission, my request to Our PM Modi. #NarendraModi"
136,NaveenJolly,"#IndiaElections2019 
#NarendraModi #PragyaThakur 

1. Pragya overshadowing not only the  MP state BJP leaders of 15 years but Modi too.

2. Modi is going to actively pursue Nobel Peace Prize in his 2nd term so he will paint entire India with Gandhi."
137,mukuljrsharma,"The only fight there has been this whole time was  Modi vs Mamata Banerjee in West Bengal. 
2019 elections will be remembered the most for this Bengal power tussle, desserted by 'Roshogullas of mud' of course! ;) #LokSabhaElections2019"
138,suresh15021941,@news24tvchannel @narendramodi @BJP4India @SadhviPragya_MP @AmitShah Either you take action against Sadhvi Pragya Thakur or BJP may face cancellation of Registration as political party by Election Commission of India as Indian Constitution is based on Gandhian philosophy of life ! #EC #ConstitutionOfIndia #BJP #NathuramGodse  #MahatmaGandhi
139,TalhaJameel89,"The difference in #confidence and #overconfidence will be defined on 23rd May 2019. 

#Election2019 #FightForPrimeMinister #Modi #RahulGandhi #BJP #Congress #ElectionDairies #Government

@narendramodi @RahulGandhi @INCIndia @BJP4India"
140,Scorpion1007,@IndiaToday ...and how many killed by @narendramodi in Godhra and last 5-years? Pathetic #bjp clown.
141,irrfansaifi,"""I will never be able to forgive Sadhvi Pragya"" @narendramodi 

#Modi ji you take big decisions like Demonetization, GST,  surgical strike etc.. Who stops you to kick out this terrorist #PragyaSinghThakur frm #BJP 

#Pressconference 
#ModiFlopPressConference"
142,Tweet_NathanPS,@News18TamilNadu Can you give the list of your's 5 year achievements @AmitShah @PMOIndia @BJP4India #PMModi #AmitShah #BJP
143,mogmbokabhatija,Narendra Modi is such a narcissistic prime minister that he only answers questions that are about his personal self. He just directed all the vital questions in today’s press conference to Amit Shah. #bjp #PressConference #IndianElections2019
144,ayusharya14,"#MaunModi #ModiFlopPressConference #LokSabhaElections2019 Haters are trolling modi on being silent in pc but let me clear, the pc was of Shah's and Modi only accompanied him and when these haters say modi and shah are of same kind then what's matter who answers."
145,D1Finger,5 saal mein kuch badla ho ya nah ho. Our PM has changed for sure. Unable to speak without prior question shared. #BJP #PressConference
146,deepanshah13,"@sagarikaghose @narendramodi 1. How is it Possible???

2. Why #Modi or #BJP should listen to you people who simply hate them without any reason???

3. Why don't you ask @RahulGandhi to remove Kamalnath as CM of MP???

4. Why don't you ask a reason for Giving 'Bharat Ratna' to Gandhis/ Nehru???

#IndiaFirst"
147,sudhaShenoy1,@brijesh_sutaria @BJP4Maharashtra @BJP4India @PMOIndia @CMOMaharashtra @Dev_Fadnavis @abpmajhatv @TV9Marathi @CNBCTV18News @TOIIndiaNews @narendramodi @rashtrapatibhvn @htTweets @INCMaharashtra @BJP4Maharashtra has fooled their bhakts like us hoping to capture the Maratha vote bank which will never trust #BJP . They will soon lose their fort for #murderofmerit #NOTMYCM @DevendraFadnav1
148,YaaruDaHindu,Has @AmitShah showed the nation who's the Boss now? Or @narendramodi accepted the fact he is no more the #PM and just a #BJP party member who is supposed to be silent when their party head speaks. #Pressconference
149,KaustubhMehta97,"Modi says that he cannot forgive #PragyaSinghThakur for calling #Gandhi's killer #Godse a deshbhakt. What forgive? She should be made to withdraw her candidature, now!

#LokSabhaElections2019 #ModiHaiTohGodseHai"
150,KumarReddyCH,"@RahulGandhi @BJP4India believes in #Democracy.
The President @AmitShah ji is supreme of party.
PM @narendramodi is just a Karyakartha of the party n only the president will take questions.

#BJP is not a dynast party like #Congress, where only1 family matters &amp; where democracy has no meaning"
151,Shubham28759999,"Modi ji please answer valid important question instead of technique of licking of AAM,
think for future of india #RahulGandhi #abnyayhoga #ChowkidarChorHai #chokidaarchorhai #ModiHaiTohGodseHai #fakegovernment #chalu_chowkidar @RahulGandhi @rssurjewala @sherryontopp"
152,terence_fdes,"@MaliniP Wah Modi Wah 👏🏽

For almost 7 weeks @narendramodi Dictated &amp; Won The Narratives Of 
- Raking Up History &gt; Nehru to Vadra &amp; back to Godse 

(And by a Pliable Media) 🤬 in #LokSabhaElections2019 

NOTHING He Spoke About the Future 😢

Opposition Lost as Mess from 2014 buried 1/3"
153,Me00957360,"@narendramodi #NaMoAgain2019 
Nt jst another PM .. 
Modi sir u been a name of change.  
AN ACTION OF YOUTH. 
A NEW WAY OF DEVELOPMENT.  
#LokSabhaElections2019 @narendramodi huge respect for what u did n planning for OUR COUNTRY 🇮🇳."
154,deshbhakt_tdb,"#ArnabGoswami should be boycotted by all of us. He speaks favourably only towards #bjp and their leaders. He hates peace in India. He hates #RahulGandhi, like Modi arnab can't digest food without taking name of Rahul Gandhi and Congress! And abusing them"
155,RajeevPRranjan,"I am not BJP supporter, I am Indian. Earlier I was thinking #BJP is good for our country. So i was favouring them. But after today's press conference i felt hearted why our PM #Modi ji isn't doing any press conference."
156,KumarReddyCH,"@BJP4India believes in #Democracy.
The President @AmitShah ji is supreme of party.
PM @narendramodi is just a Karyakartha of the party n only the president will take questions.

#BJP is not a dynast party like #Congress, where only1 family matters &amp; where democracy has no meaning"
157,firensour1011,"@the_hindu After his '#DigitalCamera',  'email' cloud cover for #BalakotAirStrike faux pas #PMModi dare not answer unscripted questions #LokSabhaElections2019 #BJP #AmitShah #justasking @BBCIndia @BT_India @IndianExpress @TimesNow @republic @the_hindu"
158,shubhrkhattri,"New: Pm Modi holds his first press conference ever in his term as prime minister.
Old : doesn't take a single question from the media.

Same old, same old.
#NarendraModi #PMModiLive"
159,goswamyanshuman,The last few days have just made it very difficult for Modi juggernaut to keep up its appearances. Still feel he might sneak through in the marathon polls and it might be a case of too little too late. #LokSabhaElections2019
160,manonymos,"@RahulGandhi once famously said ""poverty is a state of mind"". @narendramodi and #BJP mocked him then, but looks like Modi took this to his heart. #Modi visited several foreign nations in 90s, used digital camera in 80s but he still talks about being poor in 2019."
161,sumitku69427580,"Recently, i talked with one of my relative, they are living in kolkata, i asked about election,. They said- Yanha p log agar #BJP ki baat v karte hain to unke sath maar peet ki jaati hai.. So i just request you to @narendramodi  sir this is a serious issue. Look into this."
162,imjassi16,"Wts diffrnce btwn @RahulGandhi &amp; @narendramodi
Wen @sampitroda Said 'Hua to Hua'
#rahulgandhi In public rally said him to apologise
&amp; nw wen #SadhviPragya Says #NathuramGodse #Deshbhakt
#Modi tells he want forgive her
Both jst #Copy2Cat each othrs
@sardesairajdeep @abhisar_sharma"
163,Charas_Gaanja,"@RahulGandhi Chewtiya Pappu doesn't even know that their is a diff b/w BJP &amp; Govt. Of India.
Head of BJP - Amit Shah
Head of Govt.- PM Modi.

Press confrence called by BJP not govt. of india.

*खानदानी बीमारी।
😂😂😂😂😂

#LoksabhaElections2019 
#RahulKaKindustan"
164,rashidiakmal,"Modi has cleared at the end of election campaign, who is real ""PAPPU"".. 
#Modi press conference #RahulGandhi"
165,Realaamaadmi13,Modi 5 years started by talking about Acche din and vikas and ended with his people defending Gandhi killer Godhse #PressConference #LokSabhaElections2019 #ModiHaiTohGodseHai
166,Shreekant04,"@narendramodi 51 day campaign report :

142 rallies,
4 road shows 
PM did 3-4 rallies a day, twice he did 5 rallies a day 
taking only 3-4 days of break between these
Not a single rally is cancelled
Dhanya he modi ki shakti. 
Krupa he Mahadev aur ambe ma ki
#ApnaModiAayega 
#Bjp"
167,StartupGiri,"@RahulGandhi you kid 

Will you grow up now because I’m tired of laughing on you .!!!#RahulGandhi #Congress

Dear loser @INCIndia, will you plz remove this kid from President and make new clever President like @aajtak people.

@BJP4India @AmitShah @narendramodi #bjp"
168,vikshi1311,The best thing PM #NarendraModi @narendramodi has done is not to debate with Rahul Gandhi .Who the hell is #RahulGandhi?? An entitled dynast?? Why sld PM of a country debate with any random person?? In what capacity does he want to debate?? He isn't even a leader of opposition..
169,UnawareTrader,@toonet1034 I agree! #Nehru wouldn't have become PM had mohandas #gandhi not been given over importance. #Godse's honor can never be undermined by the stooges in congress or for that matter that faggot in #BJP
170,Sajid06khan,"Who will win Bengal battle ?
@narendramodi @PMOIndia #narendramodi #LokSabhaElections2019 #Bengal #bjp #TMC follow me fore more updates"
171,Agrawal1019,"Confused Coalition even on concluding day only talked about Our Shri Modi ji The Next Prime Minister, their entire campaigning circled around him and their bogus fancy promises whose financing is based on present n improving economy led by #BJP #PressMeet"
172,ThisIsMKG_India,"#ModiHaiTohGodseHai #NarendraModi #AbkiBaarKiskiSarkar #BJP #FridayThoughts #BengalBurning
#Bengal #CongressMuktBharat
After so much violence , proxy voting and the killing of democracy's soul in West Bengal ,who should be made PM for safeguarding hindus and their rights  in W.B."
173,DependraSingh17,"@kanhaiyakumar #PressConference
Amit shah wont leave Modi alone to attend PC,bcz he knows modi ll create another reason to be Viral
his BLUNDERS like clouds
Email
camera,etc
funny people WHO IS PM yaar?

 #ModiHaiTohGodseHai #Godse #NarendraModi #AmitShah #PragyaThakur #BJPSupportsTerrorists"
174,DependraSingh17,"@AmitShah #PressConference
Amit shah wont leave Modi alone to attend PC,bcz he knows modi ll create another reason to be Viral
his BLUNDERS like clouds
Email
camera,etc
funny people WHO IS PM yaar?

 #ModiHaiTohGodseHai #Godse #NarendraModi #AmitShah #PragyaThakur #BJPSupportsTerrorists"
175,DependraSingh17,"#PressConference
Amit shah wont leave Modi alone to attend PC,bcz he knows modi ll create another reason to be Viral
his BLUNDERS like clouds
Email
camera,etc
funny people WHO IS PM yaar?

 #ModiHaiTohGodseHai #Godse #NarendraModi #AmitShah #PragyaThakur #BJPSupportsTerrorists"
176,touchsouldeep,"Thanks to @ikamalhaasan to rekindle the murder of MAHATHMA by #Godse nation wide. That too he did not get bogged down by the threatens.
Today all over the country this has been the talking point.
Many in #BJP are disarrayed including Modi himself.
HATS OFF."
177,jacob3290,"@sagarikaghose @narendramodi #NarendraModi has expressed his views on the statement.
As a ""un-biased, Fair, Liberal"" journalist, will you dare to ask Rahul , why he supports #TukdeTukdeGang Gang?

Aa jati hai mooh uthake. 😏"
178,firstpost,"PM #Modi has often been criticised for not interacting with media but he held his first press conference as a prime minister today, a few days before the polling ends. Do you think this is #BJP’s last-minute attempt at changing Narendra Modi’s image of not being “media-friendly”?"
179,up_avi,"At his first press conference, #PMModi says #BJP will be back in power, but no Q&amp;A please...#Democrazy🤣🤣🤣🤣🤣"
180,SocioPoliticalW,"Overheard: Headlines tomorrow in #Times:
""Indian PM conducted #PressConference  after 5 years without answering any questions"".

#Modi #BJP @RahulGandhi 
#LokSabhaElections2019"
181,Deepspeaks_,"Finally Election  campaign  has come to an end. 

Winners 

Election  commission +

Ruling PM, Party,  NDA ( talked about report card, vision , development  less opposition 

Loosers 

Royal Gandhi , UPA ( only 1 agenda Modi hatao) 

#LokSabhaElections2019"
182,MServe2grow,"#Modi is NOT too BIG TO HIT,

But TOO BIG TO MISS ! 😍❤❤

Period.

@narendramodi @AmitShah @RahulGandhi @priyankagandhi @JM_Scindia @SachinPilot 

#RahulGandhi #PressMeet #presidentkovind #ModiObsession #Elections2019 #ElectionCommission #ElectionNewsTrack #BengalBurning #RSS"
183,AnupamChaturvdi,"Social Media Marketers these days:

“Sir, Congratulations Modi for becoming PM ki post banaane lage ya abhi waqt hai.” 

#Modi #NarendraModi #NaMo"
